merchant_id,as_of_date,day_index,horizon_days,future_chargeback_amount,future_chargeback_rate,future_transaction_count,baseline_daily_gmv_trailing,baseline_daily_chargeback_amount_trailing,baseline_chargeback_rate_trailing,elevation_ratio_amount,elevation_ratio_rate,label_elevated_chargeback
M0000,2024-01-11,10,7,2816.275199076291,0.030303030303030304,66,15344.691034449193,233.94490171373002,0.01652892561983471,1.7197426637310558,1.8333333333333333,0
M0000,2024-01-11,10,14,4142.955478682512,0.024,125,15344.691034449193,233.94490171373002,0.01652892561983471,1.2649362698939188,1.452,0
M0000,2024-01-11,10,30,7135.4842820869635,0.01968503937007874,254,15344.691034449193,233.94490171373002,0.01652892561983471,1.0166901451035395,1.1909448818897637,0
M0000,2024-01-12,11,7,4142.955478682512,0.045454545454545456,66,15366.773776213558,214.44949323758587,0.015151515151515152,2.759860952495823,3.0,1
M0000,2024-01-12,11,14,5504.627239482719,0.032,125,15366.773776213558,214.44949323758587,0.015151515151515152,1.8334744187408443,2.112,1
M0000,2024-01-12,11,30,7135.4842820869635,0.01968503937007874,254,15366.773776213558,214.44949323758587,0.015151515151515152,1.1091165219311339,1.2992125984251968,0
M0000,2024-01-13,12,7,4142.955478682512,0.04838709677419355,62,15445.328378742903,197.95337837315617,0.013888888888888888,2.9898493652038085,3.4838709677419355,1
M0000,2024-01-13,12,14,5504.627239482719,0.03278688524590164,122,15445.328378742903,197.95337837315617,0.013888888888888888,1.986263953635915,2.3606557377049184,1
M0000,2024-01-13,12,30,7135.4842820869635,0.02,250,15445.328378742903,197.95337837315617,0.013888888888888888,1.2015428987587284,1.4400000000000002,0
M0000,2024-01-14,13,7,4142.955478682512,0.04918032786885246,61,15216.575277301888,183.81385134650216,0.013071895424836602,3.2198377779117937,3.762295081967213,1
M0000,2024-01-14,13,14,5504.627239482719,0.03333333333333333,120,15216.575277301888,183.81385134650216,0.013071895424836602,2.139053488530985,2.55,1
M0000,2024-01-14,13,30,7135.4842820869635,0.0199203187250996,251,15216.575277301888,183.81385134650216,0.013071895424836602,1.293969275586323,1.5239043824701195,0
M0000,2024-01-15,14,7,4142.955478682512,0.05,60,15030.51486054209,171.55959459006868,0.012422360248447204,3.449826190619779,4.025,1
M0000,2024-01-15,14,14,5504.627239482719,0.03389830508474576,118,15030.51486054209,171.55959459006868,0.012422360248447204,2.2918430234260554,2.728813559322034,1
M0000,2024-01-15,14,30,7135.4842820869635,0.01984126984126984,252,15030.51486054209,171.55959459006868,0.012422360248447204,1.3863956524139174,1.5972222222222223,0
M0000,2024-01-16,15,7,2642.965880225179,0.03389830508474576,59,14791.88529153451,254.58646983177272,0.01775147928994083,1.4830582103101297,1.9096045197740112,0
M0000,2024-01-16,15,14,4004.637641025386,0.02564102564102564,117,14791.88529153451,254.58646983177272,0.01775147928994083,1.1235693160620146,1.4444444444444444,0
M0000,2024-01-16,15,30,5635.49468362963,0.01568627450980392,255,14791.88529153451,254.58646983177272,0.01775147928994083,0.7378625537790086,0.8836601307189542,0
M0000,2024-01-17,16,7,1326.6802796062211,0.017543859649122806,57,14743.895604292959,317.03935987807773,0.022222222222222223,0.5977988168483092,0.7894736842105262,0
M0000,2024-01-17,16,14,2688.3520404064284,0.017699115044247787,113,14743.895604292959,317.03935987807773,0.022222222222222223,0.6056823538161398,0.7964601769911503,0
M0000,2024-01-17,16,30,4319.209083010673,0.011811023622047244,254,14743.895604292959,317.03935987807773,0.022222222222222223,0.4541191231136821,0.5314960629921259,0
M0000,2024-01-18,17,7,1326.6802796062211,0.01694915254237288,59,14493.030431855785,299.4260621070734,0.0213903743315508,0.6329634531335039,0.7923728813559322,0
M0000,2024-01-18,17,14,2688.3520404064284,0.017094017094017096,117,14493.030431855785,299.4260621070734,0.0213903743315508,0.6413107275700303,0.7991452991452993,0
M0000,2024-01-18,17,30,4319.209083010673,0.011627906976744186,258,14493.030431855785,299.4260621070734,0.0213903743315508,0.48083201270860465,0.5436046511627908,0
M0000,2024-01-19,18,7,1361.6717608002073,0.01694915254237288,59,14516.90678926265,353.49207355439694,0.025252525252525252,0.5502939155076646,0.6711864406779661,0
M0000,2024-01-19,18,14,1361.6717608002073,0.008695652173913044,115,14516.90678926265,353.49207355439694,0.025252525252525252,0.2751469577538323,0.3443478260869565,0
M0000,2024-01-19,18,30,2992.5288034044515,0.007722007722007722,259,14516.90678926265,353.49207355439694,0.025252525252525252,0.28218726126013566,0.3057915057915058,0
M0000,2024-01-20,19,7,1361.6717608002073,0.016666666666666666,60,14423.972810014899,335.81746987667714,0.024271844660194174,0.5792567531659626,0.6866666666666666,0
M0000,2024-01-20,19,14,1361.6717608002073,0.008620689655172414,116,14423.972810014899,335.81746987667714,0.024271844660194174,0.2896283765829813,0.35517241379310344,0
M0000,2024-01-20,19,30,4567.2737425483265,0.011583011583011582,259,14423.972810014899,335.81746987667714,0.024271844660194174,0.4533488330456795,0.4772200772200772,0
M0000,2024-01-21,20,7,1361.6717608002073,0.01694915254237288,59,14302.444985402662,319.82616178731155,0.02336448598130841,0.6082195908242607,0.7254237288135593,0
M0000,2024-01-21,20,14,1361.6717608002073,0.00847457627118644,118,14302.444985402662,319.82616178731155,0.02336448598130841,0.30410979541213035,0.36271186440677966,0
M0000,2024-01-21,20,30,4567.2737425483265,0.011583011583011582,259,14302.444985402662,319.82616178731155,0.02336448598130841,0.4760162746979635,0.4957528957528958,0
M0000,2024-01-22,21,7,1361.6717608002073,0.017241379310344827,58,14141.7839496096,305.28860897879736,0.02262443438914027,0.6371824284825589,0.7620689655172413,0
M0000,2024-01-22,21,14,1361.6717608002073,0.008403361344537815,119,14141.7839496096,305.28860897879736,0.02262443438914027,0.31859121424127945,0.37142857142857144,0
M0000,2024-01-22,21,30,4567.2737425483265,0.011406844106463879,263,14141.7839496096,305.28860897879736,0.02262443438914027,0.4986837163502475,0.5041825095057034,0
M0000,2024-01-23,22,7,1361.6717608002073,0.017241379310344827,58,13990.150186943174,292.01519119711054,0.021929824561403508,0.6661452661408571,0.7862068965517242,0
M0000,2024-01-23,22,14,1361.6717608002073,0.008333333333333333,120,13990.150186943174,292.01519119711054,0.021929824561403508,0.33307263307042856,0.38,0
M0000,2024-01-23,22,30,4567.2737425483265,0.011320754716981131,265,13990.150186943174,292.01519119711054,0.021929824561403508,0.5213511580025315,0.5162264150943396,0
M0000,2024-01-24,23,7,1361.6717608002073,0.017857142857142856,56,13985.908965972534,279.8478915638976,0.02109704641350211,0.6951081037991552,0.8464285714285714,0
M0000,2024-01-24,23,14,1361.6717608002073,0.00847457627118644,118,13985.908965972534,279.8478915638976,0.02109704641350211,0.3475540518995776,0.4016949152542373,0
M0000,2024-01-24,23,30,4567.2737425483265,0.011278195488721804,266,13985.908965972534,279.8478915638976,0.02109704641350211,0.5440185996548156,0.5345864661654135,0
M0000,2024-01-25,24,7,1361.6717608002073,0.017241379310344827,58,13873.116804409423,268.6539759013417,0.02032520325203252,0.7240709414574533,0.8482758620689655,0
M0000,2024-01-25,24,14,1361.6717608002073,0.008695652173913044,115,13873.116804409423,268.6539759013417,0.02032520325203252,0.36203547072872666,0.42782608695652175,0
M0000,2024-01-25,24,30,4567.2737425483265,0.011194029850746268,268,13873.116804409423,268.6539759013417,0.02032520325203252,0.5666860413070994,0.5507462686567164,0
M0000,2024-01-26,25,7,0.0,0.0,56,13947.926403416748,310.693121474375,0.023346303501945526,0.0,0.0,0
M0000,2024-01-26,25,14,0.0,0.0,112,13947.926403416748,310.693121474375,0.023346303501945526,0.0,0.0,0
M0000,2024-01-26,25,30,3205.601981748119,0.00749063670411985,267,13947.926403416748,310.693121474375,0.023346303501945526,0.3439194240430486,0.3208489388264669,0
M0000,2024-01-27,26,7,0.0,0.0,56,13906.201205836393,299.1859688271759,0.022556390977443608,0.0,0.0,0
M0000,2024-01-27,26,14,1630.8570426042443,0.009174311926605505,109,13906.201205836393,299.1859688271759,0.022556390977443608,0.38935578835495493,0.4067278287461774,0
M0000,2024-01-27,26,30,3205.601981748119,0.007547169811320755,265,13906.201205836393,299.1859688271759,0.022556390977443608,0.3571470941985505,0.3345911949685535,0
M0000,2024-01-28,27,7,0.0,0.0,59,13798.494325806123,288.50075565477675,0.02197802197802198,0.0,0.0,0
M0000,2024-01-28,27,14,1630.8570426042443,0.008849557522123894,113,13798.494325806123,288.50075565477675,0.02197802197802198,0.40377637310884207,0.40265486725663713,0
M0000,2024-01-28,27,30,3205.601981748119,0.007575757575757576,264,13798.494325806123,288.50075565477675,0.02197802197802198,0.37037476435405237,0.34469696969696967,0
M0000,2024-01-29,28,7,0.0,0.0,61,13744.080571350389,288.50075565477675,0.022058823529411766,0.0,0.0,0
M0000,2024-01-29,28,14,1630.8570426042443,0.008695652173913044,115,13744.080571350389,288.50075565477675,0.022058823529411766,0.40377637310884207,0.3942028985507246,0
M0000,2024-01-29,28,30,3205.601981748119,0.007518796992481203,266,13744.080571350389,288.50075565477675,0.022058823529411766,0.37037476435405237,0.3408521303258145,0
M0000,2024-01-30,29,7,0.0,0.0,62,13659.082358098996,288.50075565477675,0.022222222222222223,0.0,0.0,0
M0000,2024-01-30,29,14,1630.8570426042443,0.00847457627118644,118,13659.082358098996,288.50075565477675,0.022222222222222223,0.40377637310884207,0.3813559322033898,0
M0000,2024-01-30,29,30,3205.601981748119,0.007462686567164179,268,13659.082358098996,288.50075565477675,0.022222222222222223,0.37037476435405237,0.33582089552238803,0
M0000,2024-01-31,30,7,0.0,0.0,62,13556.07395924,288.50075565477675,0.02247191011235955,0.0,0.0,0
M0000,2024-01-31,30,14,1630.8570426042443,0.008333333333333333,120,13556.07395924,288.50075565477675,0.02247191011235955,0.40377637310884207,0.37083333333333335,0
M0000,2024-01-31,30,30,3205.601981748119,0.00749063670411985,267,13556.07395924,288.50075565477675,0.02247191011235955,0.37037476435405237,0.33333333333333337,0
M0000,2024-02-01,31,7,0.0,0.0,57,13471.420893029268,243.06382239737349,0.018796992481203006,0.0,0.0,0
M0000,2024-02-01,31,14,1630.8570426042443,0.008333333333333333,120,13471.420893029268,243.06382239737349,0.018796992481203006,0.47925597321925767,0.44333333333333336,0
M0000,2024-02-01,31,30,3205.601981748119,0.0076045627376425855,263,13471.420893029268,243.06382239737349,0.018796992481203006,0.4396104625431029,0.40456273764258555,0
M0000,2024-02-02,32,7,0.0,0.0,56,13285.493533543948,243.06382239737349,0.019230769230769232,0.0,0.0,0
M0000,2024-02-02,32,14,1630.8570426042443,0.008264462809917356,121,13285.493533543948,243.06382239737349,0.019230769230769232,0.47925597321925767,0.4297520661157025,0
M0000,2024-02-02,32,30,3205.601981748119,0.007547169811320755,265,13285.493533543948,243.06382239737349,0.019230769230769232,0.4396104625431029,0.3924528301886792,0
M0000,2024-02-03,33,7,1630.8570426042443,0.018867924528301886,53,13065.516256289367,243.06382239737349,0.0196078431372549,0.9585119464385153,0.9622641509433962,0
M0000,2024-02-03,33,14,1630.8570426042443,0.008130081300813009,123,13065.516256289367,243.06382239737349,0.0196078431372549,0.47925597321925767,0.41463414634146345,0
M0000,2024-02-03,33,30,3205.601981748119,0.007633587786259542,262,13065.516256289367,243.06382239737349,0.0196078431372549,0.4396104625431029,0.3893129770992366,0
M0000,2024-02-04,34,7,1630.8570426042443,0.018518518518518517,54,12761.326798531747,196.5938299815257,0.01606425702811245,1.1850808213909134,1.152777777777778,0
M0000,2024-02-04,34,14,1630.8570426042443,0.008,125,12761.326798531747,196.5938299815257,0.01606425702811245,0.5925404106954567,0.49800000000000005,0
M0000,2024-02-04,34,30,3205.601981748119,0.007662835249042145,261,12761.326798531747,196.5938299815257,0.01606425702811245,0.54352366705326,0.4770114942528736,0
M0000,2024-02-05,35,7,1630.8570426042443,0.018518518518518517,54,12764.406592405518,196.5938299815257,0.016129032258064516,1.1850808213909134,1.1481481481481481,0
M0000,2024-02-05,35,14,3205.601981748119,0.016,125,12764.406592405518,196.5938299815257,0.016129032258064516,1.1646935722569858,0.992,0
M0000,2024-02-05,35,30,4699.85484773604,0.011583011583011582,259,12764.406592405518,196.5938299815257,0.016129032258064516,0.7968806969811302,0.7181467181467182,0
M0000,2024-02-06,36,7,1630.8570426042443,0.017857142857142856,56,12681.970706847767,196.5938299815257,0.016260162601626018,1.1850808213909134,1.0982142857142856,0
M0000,2024-02-06,36,14,3205.601981748119,0.016,125,12681.970706847767,196.5938299815257,0.016260162601626018,1.1646935722569858,0.9839999999999999,0
M0000,2024-02-06,36,30,4699.85484773604,0.011627906976744186,258,12681.970706847767,196.5938299815257,0.016260162601626018,0.7968806969811302,0.7151162790697674,0
M0000,2024-02-07,37,7,1630.8570426042443,0.017241379310344827,58,12546.565810951566,196.5938299815257,0.01646090534979424,1.1850808213909134,1.0474137931034482,0
M0000,2024-02-07,37,14,3205.601981748119,0.015503875968992248,129,12546.565810951566,196.5938299815257,0.01646090534979424,1.1646935722569858,0.941860465116279,0
M0000,2024-02-07,37,30,4699.85484773604,0.011450381679389313,262,12546.565810951566,196.5938299815257,0.01646090534979424,0.7968806969811302,0.6956106870229007,0
M0000,2024-02-08,38,7,1630.8570426042443,0.015873015873015872,63,12439.402709560844,196.5938299815257,0.016666666666666666,1.1850808213909134,0.9523809523809523,0
M0000,2024-02-08,38,14,3205.601981748119,0.015151515151515152,132,12439.402709560844,196.5938299815257,0.016666666666666666,1.1646935722569858,0.9090909090909092,0
M0000,2024-02-08,38,30,4699.85484773604,0.011235955056179775,267,12439.402709560844,196.5938299815257,0.016666666666666666,0.7968806969811302,0.6741573033707865,0
M0000,2024-02-09,39,7,1630.8570426042443,0.015384615384615385,65,12247.727615840888,196.5938299815257,0.016877637130801686,1.1850808213909134,0.9115384615384616,0
M0000,2024-02-09,39,14,3205.601981748119,0.014925373134328358,134,12247.727615840888,196.5938299815257,0.016877637130801686,1.1646935722569858,0.8843283582089553,0
M0000,2024-02-09,39,30,4699.85484773604,0.011194029850746268,268,12247.727615840888,196.5938299815257,0.016877637130801686,0.7968806969811302,0.6632462686567164,0
M0000,2024-02-10,40,7,0.0,0.0,70,12003.66464437901,254.8387243602487,0.021645021645021644,0.0,0.0,0
M0000,2024-02-10,40,14,1574.744939143875,0.007194244604316547,139,12003.66464437901,254.8387243602487,0.021645021645021644,0.4413841799349598,0.33237410071942447,0
M0000,2024-02-10,40,30,3068.9978051317958,0.007407407407407408,270,12003.66464437901,254.8387243602487,0.021645021645021644,0.40143006952550847,0.34222222222222226,0
M0000,2024-02-11,41,7,0.0,0.0,71,12109.65656667877,254.8387243602487,0.02145922746781116,0.0,0.0,0
M0000,2024-02-11,41,14,1574.744939143875,0.007246376811594203,138,12109.65656667877,254.8387243602487,0.02145922746781116,0.4413841799349598,0.33768115942028987,0
M0000,2024-02-11,41,30,3068.9978051317958,0.007518796992481203,266,12109.65656667877,254.8387243602487,0.02145922746781116,0.40143006952550847,0.35037593984962406,0
M0000,2024-02-12,42,7,1574.744939143875,0.014084507042253521,71,12127.572196306637,254.8387243602487,0.02145922746781116,0.8827683598699196,0.6563380281690141,0
M0000,2024-02-12,42,14,1574.744939143875,0.0072992700729927005,137,12127.572196306637,254.8387243602487,0.02145922746781116,0.4413841799349598,0.34014598540145985,0
M0000,2024-02-12,42,30,3068.9978051317958,0.007575757575757576,264,12127.572196306637,254.8387243602487,0.02145922746781116,0.40143006952550847,0.353030303030303,0
M0000,2024-02-13,43,7,1574.744939143875,0.014492753623188406,69,12213.36723999361,201.2676672724868,0.01702127659574468,1.117733244407666,0.8514492753623188,0
M0000,2024-02-13,43,14,1574.744939143875,0.007518796992481203,133,12213.36723999361,201.2676672724868,0.01702127659574468,0.558866622203833,0.44172932330827064,0
M0000,2024-02-13,43,30,3068.9978051317958,0.007662835249042145,261,12213.36723999361,201.2676672724868,0.01702127659574468,0.5082779972762713,0.450191570881226,0
M0000,2024-02-14,44,7,1574.744939143875,0.014084507042253521,71,12176.22290348311,154.25746725038115,0.012875536480686695,1.4583641670305163,1.0938967136150235,0
M0000,2024-02-14,44,14,1574.744939143875,0.007575757575757576,132,12176.22290348311,154.25746725038115,0.012875536480686695,0.7291820835152582,0.5883838383838385,0
M0000,2024-02-14,44,30,4569.664347232192,0.011538461538461539,260,12176.22290348311,154.25746725038115,0.012875536480686695,0.9874539471110327,0.8961538461538462,0
M0000,2024-02-15,45,7,1574.744939143875,0.014492753623188406,69,12304.161623439893,154.25746725038115,0.012658227848101266,1.4583641670305163,1.144927536231884,0
M0000,2024-02-15,45,14,1574.744939143875,0.007692307692307693,130,12304.161623439893,154.25746725038115,0.012658227848101266,0.7291820835152582,0.6076923076923078,0
M0000,2024-02-15,45,30,4569.664347232192,0.011538461538461539,260,12304.161623439893,154.25746725038115,0.012658227848101266,0.9874539471110327,0.9115384615384616,0
M0000,2024-02-16,46,7,1574.744939143875,0.014492753623188406,69,12274.750570815871,106.87602869301612,0.00847457627118644,2.104901964321768,1.710144927536232,1
M0000,2024-02-16,46,14,1574.744939143875,0.007936507936507936,126,12274.750570815871,106.87602869301612,0.00847457627118644,1.052450982160884,0.9365079365079365,0
M0000,2024-02-16,46,30,4569.664347232192,0.011673151750972763,257,12274.750570815871,106.87602869301612,0.00847457627118644,1.4252227255305316,1.377431906614786,0
M0000,2024-02-17,47,7,1574.744939143875,0.014492753623188406,69,12351.203637827264,106.87602869301612,0.008368200836820083,2.104901964321768,1.7318840579710146,1
M0000,2024-02-17,47,14,1574.744939143875,0.00819672131147541,122,12351.203637827264,106.87602869301612,0.008368200836820083,1.052450982160884,0.9795081967213116,0
M0000,2024-02-17,47,30,4569.664347232192,0.011857707509881422,253,12351.203637827264,106.87602869301612,0.008368200836820083,1.4252227255305316,1.41699604743083,0
M0000,2024-02-18,48,7,1574.744939143875,0.014925373134328358,67,12486.729446647703,106.87602869301612,0.00823045267489712,2.104901964321768,1.8134328358208953,1
M0000,2024-02-18,48,14,1574.744939143875,0.008264462809917356,121,12486.729446647703,106.87602869301612,0.00823045267489712,1.052450982160884,1.0041322314049586,0
M0000,2024-02-18,48,30,4569.664347232192,0.012048192771084338,249,12486.729446647703,106.87602869301612,0.00823045267489712,1.4252227255305316,1.463855421686747,0
M0000,2024-02-19,49,7,0.0,0.0,66,12520.152918862468,163.11691937672595,0.012295081967213115,0.0,0.0,0
M0000,2024-02-19,49,14,0.0,0.0,119,12520.152918862468,163.11691937672595,0.012295081967213115,0.0,0.0,0
M0000,2024-02-19,49,30,2994.919408088317,0.008032128514056224,249,12520.152918862468,163.11691937672595,0.012295081967213115,0.6120189574308587,0.6532797858099062,0
M0000,2024-02-20,50,7,0.0,0.0,64,12527.074752388467,163.11691937672595,0.012244897959183673,0.0,0.0,0
M0000,2024-02-20,50,14,0.0,0.0,120,12527.074752388467,163.11691937672595,0.012244897959183673,0.0,0.0,0
M0000,2024-02-20,50,30,2994.919408088317,0.008032128514056224,249,12527.074752388467,163.11691937672595,0.012244897959183673,0.6120189574308587,0.6559571619812583,0
M0000,2024-02-21,51,7,0.0,0.0,61,12600.413380224827,163.11691937672595,0.012145748987854251,0.0,0.0,0
M0000,2024-02-21,51,14,1494.2528659879208,0.008695652173913044,115,12600.413380224827,163.11691937672595,0.012145748987854251,0.6543303293023979,0.7159420289855073,0
M0000,2024-02-21,51,30,2994.919408088317,0.008064516129032258,248,12600.413380224827,163.11691937672595,0.012145748987854251,0.6120189574308587,0.6639784946236559,0
M0000,2024-02-22,52,7,0.0,0.0,61,12644.066641259677,163.11691937672595,0.012145748987854251,0.0,0.0,0
M0000,2024-02-22,52,14,1494.2528659879208,0.008849557522123894,113,12644.066641259677,163.11691937672595,0.012145748987854251,0.6543303293023979,0.7286135693215339,0
M0000,2024-02-22,52,30,2994.919408088317,0.008064516129032258,248,12644.066641259677,163.11691937672595,0.012145748987854251,0.6120189574308587,0.6639784946236559,0
M0000,2024-02-23,53,7,0.0,0.0,57,12628.197864017542,114.48578506243283,0.008130081300813009,0.0,0.0,0
M0000,2024-02-23,53,14,1494.2528659879208,0.008771929824561403,114,12628.197864017542,114.48578506243283,0.008130081300813009,0.9322759809207855,1.0789473684210524,0
M0000,2024-02-23,53,30,2994.919408088317,0.008064516129032258,248,12628.197864017542,114.48578506243283,0.008130081300813009,0.871991635309452,0.9919354838709676,0
M0000,2024-02-24,54,7,0.0,0.0,53,12742.273778343531,114.48578506243283,0.008064516129032258,0.0,0.0,0
M0000,2024-02-24,54,14,1494.2528659879208,0.008771929824561403,114,12742.273778343531,114.48578506243283,0.008064516129032258,0.9322759809207855,1.087719298245614,0
M0000,2024-02-24,54,30,2994.919408088317,0.008,250,12742.273778343531,114.48578506243283,0.008064516129032258,0.871991635309452,0.992,0
M0000,2024-02-25,55,7,0.0,0.0,54,12890.628999860544,114.48578506243283,0.00796812749003984,0.0,0.0,0
M0000,2024-02-25,55,14,1494.2528659879208,0.008849557522123894,113,12890.628999860544,114.48578506243283,0.00796812749003984,0.9322759809207855,1.1106194690265487,0
M0000,2024-02-25,55,30,2994.919408088317,0.007936507936507936,252,12890.628999860544,114.48578506243283,0.00796812749003984,0.871991635309452,0.996031746031746,0
M0000,2024-02-26,56,7,0.0,0.0,53,12897.40856887745,114.48578506243283,0.007936507936507936,0.0,0.0,0
M0000,2024-02-26,56,14,1494.2528659879208,0.008771929824561403,114,12897.40856887745,114.48578506243283,0.007936507936507936,0.9322759809207855,1.105263157894737,0
M0000,2024-02-26,56,30,2994.919408088317,0.007662835249042145,261,12897.40856887745,114.48578506243283,0.007936507936507936,0.871991635309452,0.9655172413793104,0
M0000,2024-02-27,57,7,0.0,0.0,56,12822.025768229354,114.48578506243283,0.00796812749003984,0.0,0.0,0
M0000,2024-02-27,57,14,1494.2528659879208,0.008695652173913044,115,12822.025768229354,114.48578506243283,0.00796812749003984,0.9322759809207855,1.091304347826087,0
M0000,2024-02-27,57,30,4496.886218142561,0.01107011070110701,271,12822.025768229354,114.48578506243283,0.00796812749003984,1.309299728256005,1.3892988929889298,0
M0000,2024-02-28,58,7,1494.2528659879208,0.018518518518518517,54,12852.81428523941,114.48578506243283,0.007936507936507936,1.864551961841571,2.3333333333333335,1
M0000,2024-02-28,58,14,1494.2528659879208,0.008849557522123894,113,12852.81428523941,114.48578506243283,0.007936507936507936,0.9322759809207855,1.1150442477876106,0
M0000,2024-02-28,58,30,5684.603574131168,0.014084507042253521,284,12852.81428523941,114.48578506243283,0.007936507936507936,1.6551119049499372,1.7746478873239437,0
M0000,2024-02-29,59,7,1494.2528659879208,0.019230769230769232,52,12823.64126905631,114.48578506243283,0.008,1.864551961841571,2.4038461538461537,1
M0000,2024-02-29,59,14,1494.2528659879208,0.009009009009009009,111,12823.64126905631,114.48578506243283,0.008,0.9322759809207855,1.1261261261261262,0
M0000,2024-02-29,59,30,6989.400035166542,0.017006802721088437,294,12823.64126905631,114.48578506243283,0.008,2.035012478144483,2.1258503401360547,1
M0000,2024-03-01,60,7,1494.2528659879208,0.017543859649122806,57,12673.786166008436,114.48578506243283,0.008097165991902834,1.864551961841571,2.1666666666666665,1
