merchant_id,archetype,business_tier,signup_date,baseline_daily_gmv,baseline_daily_txn_count,baseline_aov,baseline_refund_rate,baseline_chargeback_rate,baseline_fulfillment_delay_days,baseline_on_time_rate,baseline_new_customer_rate,baseline_pct_pay_card,baseline_pct_pay_upi,baseline_pct_pay_netbanking,baseline_pct_pay_wallet,baseline_pct_pay_bnpl,annual_growth_rate,volatility_factor,liquidity_buffer_days,settlement_cycle_days,weekly_seasonality_profile
M0018,SaaS,small,2020-08-21,10873.86919982995,4.311047837941689,2522.326266975892,0.015316997162884666,0.002638451886107553,0.04107499315923,0.9629559771731052,0.1822171605815722,0.5592691358307809,0.22067772982931902,0.13390992819339026,0.04264928966751551,0.04349391647899442,0.11280308601194107,0.06689186390564429,8.543434816090222,1,weekday_heavy
M0019,SaaS,large,2022-04-16,17859.398904761714,3.4733707031166796,5141.806167921078,0.02679378228140952,0.004624528121476302,0.03641355463990308,0.9977152229147281,0.10129501567602583,0.530752553733986,0.19552003162701928,0.1697263656288089,0.05421237949110626,0.049788669519079475,0.504169767730369,0.08823278173928481,14.157364721317935,3,weekday_heavy
M0020,Travel,small,2020-06-25,5636.475943372698,1.0,9938.81452666299,0.09338520669477472,0.01656644201396302,0.28894431116005226,0.8646331339907489,0.24576445183828538,0.4558439942380314,0.19464940557587396,0.12938839234362354,0.05551541892257529,0.16460278891989588,0.21292894358113745,0.2124480217811542,5.52455188582598,3,weekend_heavy
M0021,Travel,small,2023-02-26,20817.321341704694,2.7234360067753998,7643.771063434238,0.12445038079365431,0.006997099505445047,0.9047887820239273,0.930974552325388,0.33484540270410346,0.4801223576401649,0.16848795318126242,0.11619331313754012,0.055467891036928695,0.17972848500410377,0.19277625574785662,0.21397247714509884,9.624052037688296,4,weekend_heavy
M0022,Travel,large,2022-12-23,86812.90325928906,5.984307558337937,14506.758286233571,0.13950400942280416,0.011404723725472098,0.9801781353750781,0.8995615531694726,0.39946063872752613,0.4636922530163216,0.21242276743712152,0.1167666087295076,0.0530103633949785,0.1541080074220708,0.27984113490402834,0.24112645490536055,13.648887765687679,3,weekend_heavy
M0023,Travel,small,2019-12-12,10559.696815253303,1.0,12990.691098650108,0.09019318678786453,0.011481579254108431,0.9188785576727068,0.9418669377259365,0.37371262022116647,0.4617443334975141,0.20256075917824004,0.1203404168686508,0.05706019440979559,0.1582942960457995,-0.037312262371371835,0.120411948073371,9.579814258969625,4,weekend_heavy
M0024,Travel,mid,2020-10-01,11215.778769173563,2.7285986031977845,4110.453899679204,0.10965961460145388,0.01081466306053717,0.010732329312252098,0.9581354828777378,0.30784139739988764,0.45679881448903037,0.1794134941651498,0.12465864678709533,0.04910705017681226,0.19002199438191228,0.03272911418633623,0.15627213773348442,9.137618606831992,3,weekend_heavy
M0025,Travel,mid,2022-12-07,27709.62615495702,5.007874257331943,5533.211245148145,0.11699327161630113,0.007144569554799498,0.8277908015549497,0.9553801331723929,0.33703618461210316,0.46505297532869844,0.21298596752772309,0.11469411177058714,0.056389633545637106,0.1508773118273541,0.1322365845504483,0.1459669055105792,5.658147906701246,5,weekend_heavy
M0026,Marketplace,small,2021-04-07,24323.54934037084,28.323900432361977,858.7641168438629,0.07643291300527102,0.010424358063611716,2.3227866010500264,0.9136468551737642,0.42628992050092335,0.28063786092737253,0.38461931409224304,0.09808859583226286,0.13372817953793026,0.10292604961019115,0.0706085623545611,0.17410385878281845,9.778853191468746,5,weekend_heavy
M0027,Marketplace,mid,2020-08-06,25722.93202840176,11.014666080129905,2335.334711127111,0.09999637555484252,0.013655042954105278,4.260714897307056,0.8020122027808962,0.34737820597438085,0.3088378182108094,0.3697653073851909,0.08928848952212791,0.14280779768047264,0.08930058720139919,0.27257660084111945,0.13559258282056552,7.698631213733909,6,weekend_heavy
M0028,Marketplace,mid,2022-01-14,44426.791349143365,17.010923348763686,2611.6625440189405,0.08263430404381344,0.011435828822647091,1.9405047234229817,0.8058757731157512,0.27696869442451993,0.28966127391573165,0.399257983864958,0.09524222797012685,0.1152123689722684,0.10062614527691509,0.16097312459909863,0.1764262002980096,8.02636142406542,3,weekend_heavy
M0029,Marketplace,small,2022-12-18,11058.537474054565,10.901209666625434,1014.4321421420594,0.08266396243410364,0.00905251184518835,1.9866338806503363,0.8144261062862758,0.3186130238896284,0.3103530312384389,0.3706942097122887,0.11095257247646644,0.10994654310632716,0.09805364346647887,0.30631132442018033,0.15360949457833964,4.157098611128141,6,weekend_heavy
M0030,Marketplace,small,2023-10-22,24433.63807415472,30.3573107035648,804.8683334550292,0.07161162296602032,0.01024871939380366,2.3624374998005226,0.9136410932987185,0.27951907601060466,0.27021996630255,0.40556187029207785,0.11269759171382297,0.11504860034590901,0.09647197134564012,0.3857302999415551,0.10089603524416953,5.990163329216386,3,weekend_heavy
M0031,Marketplace,small,2019-12-24,22492.480920137106,12.222008155622358,1840.3261259312885,0.06678730489697496,0.005659891068952202,3.068133025843701,0.8129812360613535,0.2783430374472289,0.2868413439827115,0.3849483097407933,0.10897775125253449,0.12201399810763063,0.09721859691633028,0.28978139396431585,0.14591168235118293,6.794472780915367,5,weekend_heavy
M0032,Education,mid,2021-09-03,14561.199840173178,19.525594487430215,745.7493726783626,0.031207284597715327,0.004103304762226358,0.12334307838294079,0.9192083239777857,0.2851364914272444,0.3345481555807106,0.3042409330565092,0.18702125879238343,0.06095825184130149,0.11323140072909535,0.08087758032354894,0.08771124259083019,9.156479399224422,4,weekday_heavy
M0033,Education,small,2019-12-24,5593.5122840143495,3.1266076679497026,1789.0035712994777,0.0714189862655786,0.003129172940975774,0.15512214677477854,0.9570153351464856,0.29929281139434794,0.3754744383519889,0.2807629630953787,0.17887822555911287,0.05856311805456212,0.10632125493895746,0.2088413401867986,0.11336509872932016,15.204949192711773,2,weekday_heavy
M0034,Education,mid,2021-11-21,15910.339419272892,14.983054667309597,1061.888898662732,0.04528122915009777,0.0013774109707877533,0.1100276971214505,0.9273392418828323,0.3793705515118059,0.3901304008182448,0.2847765498242598,0.18648132284988775,0.045029260762167046,0.09358246574544057,0.08832854068302805,0.10667479927391879,8.575740681015395,5,weekday_heavy
M0035,Education,large,2021-04-23,33995.17469714841,18.242897187187445,1863.474553867698,0.03774796956142981,0.0015475895747584297,0.3261670690595796,0.9445351100099494,0.2859730661554136,0.3902648554568351,0.2644370365489866,0.20384704101194304,0.04974878073662423,0.09170228624561101,0.18588804439998716,0.16664728171987922,12.467233916534834,5,weekday_heavy
M0036,Education,small,2023-01-06,11902.342184638646,6.583031613924332,1808.0335752091767,0.05905445560386344,0.0030454627910714745,0.14495207514359898,0.9538148981912307,0.21568364490258263,0.3606355000787815,0.2818850561667826,0.2199085286876634,0.04836811683706008,0.08920279822971236,0.32059918172738744,0.1379937659102686,10.556861922575605,4,weekday_heavy
M0037,Education,mid,2023-05-05,15291.111971361746,8.411401842591472,1817.9029200500902,0.0374254007424961,0.003362652881531819,0.41163299587000296,0.9199475207176443,0.3258786541967301,0.34361425664728235,0.2946770807906153,0.1935203561043033,0.047452954110386705,0.1207353523474124,0.10795411667985068,0.08022512467764482,14.56329849695363,4,weekday_heavy
M0038,Quick Commerce,small,2023-02-03,17385.245455696662,23.986801819861366,724.7838034540089,0.06166335174170378,0.005729386660623391,0.2285359906216049,0.8994428279219457,0.4544236677555932,0.13906484722586493,0.5384306620004452,0.050015815632545715,0.22757612029621724,0.04491255484492691,0.4133663660608035,0.23399445223510784,2.8655755900772633,3,weekend_heavy
M0039,Quick Commerce,large,2022-11-04,28825.444547390747,95.0253826664589,303.3446826367295,0.030978796720226402,0.0030090803297892228,0.4208562347636157,0.9548725371353014,0.49188498050304774,0.17979463723075476,0.5088204006993896,0.045737266446639134,0.21784325983437583,0.047804435788840666,0.09175329382085841,0.15102903709644666,5.049814171424899,1,weekend_heavy
M0040,Quick Commerce,large,2020-12-09,43252.276163018316,68.40059891528261,632.3376819636961,0.040532724052774353,0.005564549484555056,0.3606598878442422,0.9267160295446742,0.39755315293234844,0.149012146648904,0.5398029013961464,0.05315375684761242,0.21486991395662206,0.04316128115071517,0.23943356505774976,0.2333336118100016,3.5520216104263804,1,weekend_heavy
M0041,Quick Commerce,small,2022-10-07,5535.842040647863,16.480350314850696,335.90560484988174,0.04409637138960639,0.0025676717249595964,0.25527951103026036,0.9603777012474011,0.5153497482508501,0.1535365229529057,0.5238838857241599,0.05180763525637334,0.21612772749580572,0.054644228570755356,0.47894238556359625,0.21985382829683778,5.5638571335714415,3,weekend_heavy
M0042,Quick Commerce,small,2023-05-05,21293.8156933437,26.023668356092646,818.2480425884463,0.02496629989664605,0.004363130424307589,0.3315975553107721,0.9348395047388426,0.5222376942272745,0.12529704868349267,0.556457872173048,0.05592613530553672,0.22046611167767857,0.041852832160244005,0.4547562765063332,0.20511775496254916,3.874491024018462,2,weekend_heavy
M0043,Quick Commerce,mid,2023-06-23,32466.563885824442,47.58942132482825,682.2222876848905,0.04327035237182881,0.00433503336654381,0.24849276555708377,0.9258621031859183,0.4925527171239335,0.15353099191778577,0.5243612611875543,0.05888418965603096,0.20682125072143967,0.05640230651718924,0.25400457668263177,0.1838921726505678,5.570648528572109,2,weekend_heavy
M0044,Digital Goods,small,2020-04-04,4082.8016117400653,2.2832879308873255,1788.1238526730253,0.02582770486667552,0.006861168659832486,0.05291128410206295,0.9959805922439783,0.283702203363856,0.35852828927251484,0.2693736841163167,0.04594921433165893,0.21725967922833728,0.10888913305117229,0.2986903751890611,0.1662505538761457,10.435996133782966,3,weekend_heavy
M0045,Digital Goods,small,2022-03-25,7126.785977667982,2.986962299441417,2385.964489408099,0.045183604333126806,0.008207825455723088,0.0714237138432222,0.9742819928685214,0.3925678034105127,0.32016205596457725,0.2873391721850536,0.05542141949703531,0.22349207222893178,0.1135852801244022,0.4245865528017179,0.18234672427588175,7.431171122337259,3,weekend_heavy
M0046,Digital Goods,mid,2022-09-24,21038.741724266954,9.482626859500613,2218.6617733659223,0.01806697315475341,0.008692122046868556,0.09439127004499302,0.9756077223553863,0.4210627064463631,0.3091022547413819,0.3355292918650209,0.04374678655762272,0.20312975659283158,0.10849191024314295,0.3468131827584057,0.14576118772864466,12.705827393534882,2,weekend_heavy
M0047,Digital Goods,mid,2023-09-06,6181.463867069874,11.135587228670648,555.1089260164513,0.02099317731215051,0.006862939063661061,0.0426720296124207,0.9739702574545666,0.3693884815894506,0.33887292955153525,0.3184906976546802,0.04357001366588158,0.21026409505058058,0.08880226407732235,0.011873337640902232,0.12999632461825164,11.498706478307868,2,weekend_heavy
M0048,Digital Goods,small,2020-10-14,3941.6147451643665,1.7232345863754497,2287.3349782602304,0.030769039566649083,0.008163587155768514,0.05795194470853197,0.9766193466325178,0.2627992644641288,0.3294560561366636,0.3107091220419539,0.045539559147490395,0.21920656470107416,0.09508869797281798,0.25049137891126594,0.18004908479906986,11.00447486840798,3,weekend_heavy
M0049,Digital Goods,mid,2023-02-16,11963.261626113775,4.848093654752518,2467.6218072615734,0.03897327137792758,0.008675807035803366,0.036799684737634744,0.9792174811705339,0.45649688317148013,0.3722979238587389,0.2884509463929196,0.051233594577137914,0.19182694871219985,0.09619058645900377,0.2726520520979221,0.1615407337425723,6.092344997434477,1,weekend_heavy
