merchant_id,date,day_index,gmv,transaction_count,aov,refund_count,refund_amount,refund_rate,chargeback_count,chargeback_amount,chargeback_rate,fulfillment_delay_avg_days,fulfillment_on_time_rate,customer_count,new_customers,returning_customers,new_customer_rate,pct_pay_card,pct_pay_upi,pct_pay_netbanking,pct_pay_wallet,pct_pay_bnpl,liquidity_balance,pending_settlement_amount
M0000,2024-01-18,17,10228.322500423857,7,1461.1889286319797,1,1292.6361926801592,0.14285714285714285,0,0.0,0.0,3.3478752513577525,0.9164061125424684,7,4,3,0.5714285714285714,0.29995165952110003,0.39027847631270984,0.08172738568234611,0.11901601265502916,0.10902646582881505,73580.22597053123,19156.3699181252
M0000,2024-01-19,18,14946.681222586243,11,1358.7892020532947,2,2779.435130394284,0.18181818181818182,1,1326.6802796062207,0.09090909090909091,3.3918873483384577,0.8684929936024707,11,7,4,0.6363636363636364,0.2982276995773867,0.3997985322909972,0.07721700397159975,0.11282681643646378,0.1119299477235525,73430.19123588108,21102.932399935657
M0000,2024-01-20,19,12658.227204307595,8,1582.2784005384494,2,3257.7192812635235,0.25,0,0.0,0.0,3.828524341684098,0.9041013304383747,8,4,4,0.5,0.29097876451667826,0.3877188907420433,0.08443730585489637,0.11650166518318356,0.12036337370319851,72590.94820431648,21567.75401523603
M0000,2024-01-21,20,11871.888493157912,8,1483.986061644739,2,2895.858124538158,0.25,0,0.0,0.0,4.068876774722321,0.916327638668194,8,5,3,0.625,0.2957026723580564,0.40978204897019854,0.08366261099408001,0.11929872712045328,0.09155394055721165,72411.08424090242,18376.538291663826
M0000,2024-01-22,21,10767.902197955294,7,1538.2717425650421,1,1407.211149185385,0.14285714285714285,0,0.0,0.0,3.561199125919799,0.8976806137113067,7,4,3,0.5714285714285714,0.3086872380906347,0.3936287101535111,0.07582581417554991,0.1068505637776818,0.11500767380262251,70629.80853558154,18336.721417389665
M0000,2024-01-23,22,10654.207408281824,7,1522.0296297545462,1,1382.8118002419137,0.14285714285714285,0,0.0,0.0,3.5606211943553205,0.8651315658585587,7,4,3,0.5714285714285714,0.3002329864452303,0.4018274186696037,0.05680774338392842,0.12347844623499081,0.11765340526624678,69410.3162717978,18632.08665680982
M0000,2024-01-24,23,13888.360883647827,9,1543.151209294203,0,0.0,0.0,0,0.0,0.0,3.7407450104116333,0.9209424075883074,9,4,5,0.4444444444444444,0.2982977207125461,0.4065875490393939,0.056144716485663576,0.12113096220235904,0.11783905156003746,70523.90253560415,23159.756491687738
M0000,2024-01-25,24,11166.104926894785,9,1240.6783252105315,2,2288.1142381411496,0.2222222222222222,0,0.0,0.0,3.6858134254110704,0.875977135774791,9,5,4,0.5555555555555556,0.29341946034337346,0.4166377105779497,0.061520164973556404,0.1168845806769167,0.11153808342820373,69198.16177027237,22766.35157240146
M0000,2024-01-26,25,15818.16637859986,11,1438.01512532726,2,2417.6132661859724,0.18181818181818182,1,1361.671760800207,0.09090909090909091,3.6982931872075864,0.9431353767079306,11,7,4,0.6363636363636364,0.2940963812396131,0.4050306213937277,0.05657658285775828,0.14512771788530796,0.09916869662359286,72273.91180051853,22278.54380116752
M0000,2024-01-27,26,12821.34606874718,9,1424.5940076385755,2,2804.704732403915,0.2222222222222222,0,0.0,0.0,4.223740445346597,0.9291693079089612,9,5,4,0.5555555555555556,0.30080822431684673,0.38555710138039645,0.0835456123284407,0.11484552130600284,0.11524354066831334,70553.6246999094,23417.194448757153
M0000,2024-01-28,27,10890.408564988833,7,1555.772652141262,0,0.0,0.0,0,0.0,0.0,3.452535663497381,0.9265050741906774,7,4,3,0.5714285714285714,0.3086245780503525,0.41458022677319784,0.06005304103947445,0.09825957222296416,0.11848258191401101,69208.63149186579,20907.0499013321
M0000,2024-01-29,28,9557.412987872967,6,1592.9021646454946,1,1332.839225969997,0.16666666666666666,0,0.0,0.0,3.5332877571032864,0.8810826239885032,6,4,2,0.6666666666666666,0.2975652556747469,0.3971783965097805,0.0773256402616239,0.12542270073783124,0.10250800681601752,67394.12627643553,19114.982326891804
M0000,2024-01-30,29,10644.16897378223,7,1520.595567683176,0,0.0,0.0,0,0.0,0.0,4.268816476757883,0.9140982855185513,7,4,3,0.5714285714285714,0.28979153050006184,0.4007882237815823,0.08194297677988702,0.11164006636006397,0.11583720257840494,65951.2610749924,18868.7427356852
M0000,2024-01-31,30,10295.683800908488,7,1470.8119715583555,0,0.0,0.0,0,0.0,0.0,4.1919604893808895,0.9171686254377539,7,5,2,0.7142857142857143,0.30412085493465457,0.3966535153172367,0.06998586854567827,0.12085433444535804,0.10838542675707258,65038.73553990367,20939.85277469072
M0000,2024-02-01,31,13641.456803351095,11,1240.1324366682813,2,2495.519169996447,0.18181818181818182,0,0.0,0.0,3.7656860204311906,0.914830673753699,11,6,5,0.5454545454545454,0.29688796356480357,0.40400978890682265,0.06267243163050074,0.11421029702985067,0.12221951886802228,63813.74515075919,21441.621434263136
M0000,2024-02-02,32,13504.127003955191,9,1500.4585559950212,3,3577.231355152309,0.3333333333333333,0,0.0,0.0,4.203212225213643,0.894570562855076,9,5,4,0.5555555555555556,0.2888130111023598,0.38533160810560624,0.0848380682638528,0.11716740910967262,0.12384990341850853,64246.8541886217,21072.83328215753
M0000,2024-02-03,33,13263.918043775753,9,1473.7686715306393,1,1366.102462510152,0.1111111111111111,0,0.0,0.0,3.6444613764129725,0.8820970472193373,9,6,3,0.6666666666666666,0.3202893130005383,0.389590711684792,0.0838938606440137,0.10304522211863454,0.10318089255202152,66009.57635313598,21824.711230068482
M0000,2024-02-04,34,14517.535440000334,10,1451.7535440000333,3,4215.889077073915,0.3,0,0.0,0.0,3.819727098228128,0.9008621204086376,10,5,5,0.5,0.3118049058611626,0.3847400159029636,0.07208055631252287,0.1201066214115645,0.11126790051178649,68004.91285483344,22199.46194419202
M0000,2024-02-05,35,12400.94964221596,8,1550.118705276995,0,0.0,0.0,0,0.0,0.0,3.3411690568446444,0.8673060163434311,8,4,4,0.5,0.29863276520110676,0.40153874353099583,0.07472105725244625,0.12540343502137824,0.0997039989940729,68212.62028047914,22702.596005142375
M0000,2024-02-06,36,13017.848935329303,8,1627.2311169161628,2,3105.2481070024996,0.25,0,0.0,0.0,3.2003779525962712,0.9020586930373334,8,4,4,0.5,0.3081891015505823,0.39162431435974315,0.09000560554279853,0.11054728451573716,0.09963369403113888,66975.84655963688,22313.55047054276
M0000,2024-02-07,37,10962.5086380113,7,1566.0726625730429,1,1512.3582564423807,0.14285714285714285,0,0.0,0.0,4.006243262651981,0.8657713835122127,7,4,3,0.5714285714285714,0.30718633697538855,0.3861632477315653,0.07399930685349425,0.12374573126205765,0.10890537717749425,66676.8172450662,19362.751209895723
M0000,2024-02-08,38,8931.425854870613,6,1488.570975811769,0,0.0,0.0,0,0.0,0.0,3.872172920884278,0.916692239358277,6,3,3,0.5,0.2927955268610302,0.40966521957226737,0.05579255340763039,0.1319195667891933,0.10982713336987875,64789.53616718986,18381.576236439534
M0000,2024-02-09,39,10242.781311462897,8,1280.3476639328621,2,2292.120794138302,0.25,0,0.0,0.0,4.278463416120122,0.9027601234147079,8,4,4,0.5,0.3041141459897295,0.41497051565855875,0.04778661128985373,0.13779972411224442,0.09532900294961356,63811.16722949685,16882.08637219521
M0000,2024-02-10,40,9554.220408162502,6,1592.3700680270838,2,3237.418779415446,0.3333333333333333,1,1630.8570426042443,0.16666666666666666,3.422304331104739,0.9157516472930295,6,4,2,0.6666666666666666,0.30724984965801866,0.39470321770701233,0.07338029327144666,0.10844256846390429,0.116224070899618,61752.82880533705,14267.462146071652
M0000,2024-02-11,41,15210.55878296199,11,1382.7780711783628,0,0.0,0.0,0,0.0,0.0,4.287415983109046,0.9286713813850062,11,7,4,0.6363636363636364,0.3016693084548755,0.4076429161488914,0.0627394116206717,0.11737728290134397,0.11057108087421741,63605.52907136373,21527.360411709047
M0000,2024-02-12,42,12927.306655485236,8,1615.9133319356545,0,0.0,0.0,0,0.0,0.0,3.460645093960164,0.8817230447534342,8,5,3,0.625,0.31588037045000644,0.4071895734559955,0.0630303375005829,0.11182467289120644,0.10207504570220875,63708.28661163143,28137.865438447225
M0000,2024-02-13,43,13614.702979656082,10,1361.470297965608,0,0.0,0.0,0,0.0,0.0,3.5901846860362183,0.9426632038083947,10,6,4,0.6,0.31504930156823613,0.4008009471996208,0.07586339141179638,0.10199556819733321,0.10629079162301348,63403.60405167639,26542.009635141316
M0000,2024-02-14,44,12936.019186134119,9,1437.3354651260133,2,2982.1459899040724,0.2222222222222222,0,0.0,0.0,3.6384655320240933,0.8925146581216281,9,5,4,0.5555555555555556,0.29382262362788775,0.4006852545878214,0.09008579507040142,0.11601921858483642,0.09938710812905302,63110.48296888682,23568.576175886126
M0000,2024-02-15,45,13810.606659213783,11,1255.509696292162,5,6030.407654961524,0.45454545454545453,0,0.0,0.0,3.2887310123200177,0.8895671265582997,11,5,6,0.45454545454545453,0.32133393181258235,0.38633255119265936,0.06841632571864134,0.10954956675101958,0.11436762452509731,63459.38099231174,17734.072200482304
M0000,2024-02-16,46,14123.17174911357,10,1412.317174911357,2,2548.0887725496477,0.2,0,0.0,0.0,3.4566440355416157,0.9124409507784894,10,6,4,0.6,0.29361598618793305,0.4160783389678594,0.058092448945448634,0.12153653853462265,0.11067668736413631,64734.03009955965,19355.28198081618
M0000,2024-02-17,47,14798.913080626606,11,1345.3557346024188,1,1254.655040247821,0.09090909090909091,0,0.0,0.0,3.4764464829903075,0.9267715334025328,11,6,5,0.5454545454545454,0.2968490596668531,0.4012376518810175,0.06320392351650321,0.11807577214461068,0.12063359279101563,67744.54412235065,25119.341016942708
M0000,2024-02-18,48,15666.611140130184,12,1305.550928344182,2,2242.9637401970344,0.16666666666666666,0,0.0,0.0,3.782163556347423,0.9587741602451596,12,7,5,0.5833333333333334,0.2993364515478587,0.38972753513370145,0.08103508455026079,0.12698986675355778,0.10291106201462125,69240.0960609594,26967.905440311937
M0000,2024-02-19,49,11703.75941996867,8,1462.9699274960838,0,0.0,0.0,1,1574.7449391438747,0.125,4.391999540202519,0.9141937661376914,8,4,4,0.5,0.2956688119808265,0.400704439218916,0.05665280658542994,0.13880703245190978,0.10816690976291786,68422.61103259314,25127.406819901822
M0000,2024-02-20,50,10848.018747009755,8,1356.0023433762194,2,2669.6164994671276,0.25,0,0.0,0.0,3.739766351467607,0.9092509468359501,8,5,3,0.625,0.3191926654676425,0.4004514202801511,0.059159167347719865,0.11586839999732755,0.10532834690715895,67100.46941418842,19882.161667511296
M0000,2024-02-21,51,15941.84246306589,11,1449.2584057332626,3,3934.4958957609124,0.2727272727272727,0,0.0,0.0,3.188815429810425,0.9394269131320467,11,6,5,0.5454545454545454,0.3094843991170527,0.402229706867462,0.06814613036594136,0.11175778160453378,0.10838198204501019,68371.50616121746,20185.748814847604
M0000,2024-02-22,52,12388.39623587051,9,1376.488470652279,0,0.0,0.0,0,0.0,0.0,3.7903532441455896,0.8633464304178246,9,6,3,0.6666666666666666,0.31682156103554615,0.39581840152734715,0.08034005288228867,0.11165582254603093,0.09536416200878702,68043.57409848867,24395.74280317549
M0000,2024-02-23,53,15373.840615820103,10,1537.3840615820104,0,0.0,0.0,0,0.0,0.0,3.5102811406587766,0.9246351561071066,10,7,3,0.7,0.29825239351092525,0.3896605375888067,0.08213402633637407,0.1241629844028608,0.10579005816103333,68603.62488752708,27762.236851690614
M0000,2024-02-24,54,16015.471669874887,11,1455.9519699886262,1,1479.3367003998594,0.09090909090909091,0,0.0,0.0,3.6197100009298064,0.9289982815863268,11,6,5,0.5454545454545454,0.3052105870518531,0.4138796285000248,0.07921369538842038,0.11658863502111012,0.0851074540385915,70382.5192417052,29909.97558529513
M0000,2024-02-25,55,15044.354767465118,10,1504.4354767465118,1,1276.7396225249333,0.1,0,0.0,0.0,3.3294366882455457,0.8979773998297613,10,6,4,0.6,0.3148982823310825,0.38939234009605306,0.06717738245397022,0.12280030310803115,0.10573169201086298,69483.80857484207,28303.750114415212
M0000,2024-02-26,56,9747.240920346343,7,1392.4629886209061,2,2431.2964792001003,0.2857142857142857,0,0.0,0.0,3.85233039969026,0.8980397352420639,7,4,3,0.5714285714285714,0.30908517545244824,0.39913674614739064,0.06733617272583849,0.11066567095326577,0.11377623472105683,67420.15063665873,21083.559586086427
M0000,2024-02-27,57,8533.450555635534,6,1422.241759272589,2,2657.433819168763,0.3333333333333333,0,0.0,0.0,4.123166727422171,0.8948968801106189,6,3,3,0.5,0.32019831516052794,0.3928215067855071,0.058297878332101226,0.11948857319246431,0.10919372652939946,65172.96089440905,13191.961177613015
M0000,2024-02-28,58,11157.762277190146,8,1394.7202846487683,0,0.0,0.0,0,0.0,0.0,3.707553351325813,0.9079300695815316,8,4,4,0.5,0.32172258619652705,0.3873315596414582,0.0694383689046097,0.11811183499734045,0.10339565026006459,64907.61931084833,17033.779013656917
M0000,2024-02-29,59,12824.612350224288,9,1424.9569278026986,0,0.0,0.0,0,0.0,0.0,3.2803314897447624,0.9310634304861765,9,4,5,0.4444444444444444,0.3000746607118608,0.4019267983667075,0.0725462272105728,0.1281547651577234,0.0972975485531354,65763.38788731884,23982.374627414436
M0000,2024-03-01,60,9308.184118614769,6,1551.3640197691282,1,1351.876897687445,0.16666666666666666,0,0.0,0.0,3.882490848837292,0.9433066377409718,6,4,2,0.6666666666666666,0.3004404516496192,0.3852535619003954,0.07767621292934915,0.11725283115081636,0.11937694236981991,64084.48925211125,20780.91957115161
M0000,2024-03-02,61,11223.319415830876,7,1603.3313451186966,2,3123.1600329771013,0.2857142857142857,0,0.0,0.0,3.643862376955875,0.9110102893038239,7,4,3,0.5714285714285714,0.31595064658452027,0.41800599160954116,0.059624154312549846,0.1111440828545941,0.09527512463879459,63580.283834529975,16056.466603781098
M0000,2024-03-03,62,16482.07547049159,11,1498.3704973174172,1,1407.5529263191108,0.09090909090909091,0,0.0,0.0,3.754908927713471,0.9330195723614182,11,6,5,0.5454545454545454,0.3069088546122236,0.3883617500434892,0.0723206979441057,0.11829101100328682,0.11411768639689468,66406.29008367499,23174.681927026253
M0000,2024-03-04,63,7812.446410437088,6,1302.0744017395148,0,0.0,0.0,0,0.0,0.0,3.925338941025187,0.9127325642847709,6,3,3,0.5,0.30377153914636923,0.4049940791620022,0.07920802594598429,0.11539465838540551,0.09663169736023873,63939.75589726547,22886.968954609565
M0000,2024-03-05,64,11734.850559166869,9,1303.8722843518744,0,0.0,0.0,0,0.0,0.0,3.906557128264484,0.939731363525303,9,5,4,0.5555555555555556,0.30662656581027725,0.41933504405324235,0.056062930104600214,0.11363231677515699,0.10434314325672304,63528.23905098238,19547.296969603958
M0000,2024-03-06,65,9087.261646495548,6,1514.543607749258,0,0.0,0.0,1,1494.2528659879204,0.16666666666666666,3.496403300692742,0.9200432399774066,6,4,2,0.6666666666666666,0.29819877339018547,0.405868794105796,0.06497718422783681,0.11421177460010801,0.11674347367607378,62183.92537937682,20822.112205662415
M0000,2024-03-07,66,10342.751747095823,7,1477.535963870832,0,0.0,0.0,0,0.0,0.0,4.3031192765529624,0.9192510469205414,7,4,3,0.5714285714285714,0.30429407433646727,0.39082324806432645,0.08306200914438518,0.11074383790311684,0.11107683055170446,61063.528348659835,19430.01339359137
M0000,2024-03-08,67,14720.434445567467,11,1338.2213132334061,2,2467.792136489488,0.18181818181818182,0,0.0,0.0,3.950816454327616,0.8931646335028784,11,6,5,0.5454545454545454,0.31237937283538614,0.38865692037405325,0.06608035609019394,0.11345035291916823,0.11943299778119842,63646.40715967505,22595.3940561738
M0000,2024-03-09,68,15386.597288836649,11,1398.7815717124226,2,2256.854858667932,0.18181818181818182,0,0.0,0.0,3.5112446145507286,0.899449256950833,11,7,4,0.6363636363636364,0.30052358515221705,0.3895161951630605,0.08058997351148912,0.11850258858345682,0.11086765758977662,65896.75904809256,25382.384739246696
M0000,2024-03-10,69,13048.851622719412,9,1449.8724025243791,0,0.0,0.0,0,0.0,0.0,4.0628536094470835,0.9271897093603063,9,5,4,0.5555555555555556,0.305874573696792,0.39096833388302016,0.06707380994221963,0.12939930968233632,0.10668397279563192,65395.822731707056,26178.59405288813
M0000,2024-03-11,70,11844.853626699722,8,1480.6067033374652,2,2712.9668705202616,0.25,0,0.0,0.0,3.851145373204966,0.9278144350332763,8,5,3,0.625,0.2957860920032163,0.3966756369739555,0.06758472686234779,0.1228809369842057,0.11707260717627477,65671.71281129472,22180.738378898874
M0000,2024-03-12,71,10268.222458651577,7,1466.888922664511,2,3265.157728465946,0.2857142857142857,0,0.0,0.0,3.8839538878169773,0.9223055866224606,7,4,3,0.5714285714285714,0.29492049317880276,0.4015691069589023,0.06146408366352981,0.1117856246218738,0.13026069157689116,64080.86002118168,16134.951486365091
M0000,2024-03-13,72,9103.284635427983,6,1517.2141059046637,2,2644.784584939723,0.3333333333333333,0,0.0,0.0,3.922377187683337,0.9000309603603469,6,3,3,0.5,0.3036822449417265,0.4147437880873788,0.06891255010860427,0.11702725147246076,0.09563416538982965,62639.02997062249,13461.564780673889
M0000,2024-03-14,73,10544.370974336472,7,1506.3387106194962,1,1429.331315536978,0.14285714285714285,0,0.0,0.0,3.7091097035101335,0.8978676790134351,7,4,3,0.5714285714285714,0.31938461938340384,0.3991324657993605,0.0553597584332401,0.11322144029723369,0.11290171608676194,61925.31126092235,15573.539709287754
M0000,2024-03-15,74,11859.263010781135,8,1482.4078763476418,0,0.0,0.0,1,1500.6665421003968,0.125,3.578971387865702,0.9106652008229197,8,4,4,0.5,0.31837987423489394,0.400296499168889,0.06268463019573615,0.11213096289136024,0.10650803350912065,61929.03799447845,20974.30266958063
M0000,2024-03-16,75,17008.75450610817,11,1546.250409646197,3,4391.598632791492,0.2727272727272727,0,0.0,0.0,3.074411554492742,0.8973298974618502,11,7,4,0.6363636363636364,0.32392468609128056,0.4005326688941901,0.0677548729116912,0.1059074778846259,0.10188029421821228,65419.90523946326,24476.418884097813
M0000,2024-03-17,76,9303.049166521094,7,1329.0070237887278,2,2496.9660542092365,0.2857142857142857,0,0.0,0.0,3.4475379248506055,0.9033491167500437,7,3,4,0.42857142857142855,0.3010249220066815,0.4140891549240151,0.06484856632669375,0.11303268267792334,0.10700467406468626,64117.39756321938,19423.238985628537
M0000,2024-03-18,77,10127.456084054038,7,1446.7794405791483,1,1495.076634915743,0.14285714285714285,0,0.0,0.0,3.6500852943918103,0.908913859786787,7,5,2,0.7142857142857143,0.3016529428879545,0.39244118179160337,0.08699722274890079,0.12042273968567346,0.09848591288586785,62808.92204673919,15438.462561450151
M0000,2024-03-19,78,10250.519246285723,8,1281.3149057857154,0,0.0,0.0,0,0.0,0.0,3.8302966044662683,0.8986366122684477,8,5,3,0.625,0.30616227177937677,0.3979029340020132,0.0649968126647456,0.12239012828604712,0.10854785326781725,62063.22709549644,18882.898695424017
M0000,2024-03-20,79,12428.126709666103,8,1553.515838708263,1,1601.6270223199379,0.125,0,0.0,0.0,3.5218076232191216,0.8985767377861396,8,5,3,0.625,0.3063994342299655,0.3857621796360559,0.07150277176774264,0.13580066849277445,0.10053494587346169,62651.81776740071,21077.018933631887
M0000,2024-03-21,80,12821.789116225382,8,1602.7236395281727,1,1502.5285713190904,0.125,0,0.0,0.0,3.5625412687741855,0.9028643866658069,8,5,3,0.625,0.29910563087538133,0.37904725019491187,0.061804178252121325,0.1336785908321688,0.12636434984541672,63177.62276818465,22145.760232252458
M0000,2024-03-22,81,13529.066302625042,10,1352.9066302625042,0,0.0,0.0,0,0.0,0.0,4.169636263646284,0.9023220856728523,10,5,5,0.5,0.32596600263190634,0.39868472406839084,0.061623018583828335,0.1151003704933102,0.09862588422256426,64709.32438644673,24848.326847531334
M0000,2024-03-23,82,11320.971305287192,9,1257.8857005874659,2,2562.9538317312868,0.2222222222222222,0,0.0,0.0,3.6449190016071067,0.9211658714688453,9,6,3,0.6666666666666666,0.3133643713075812,0.3990473919878424,0.07548071250344329,0.10743340078323836,0.1046741234178947,64627.68787911393,22287.083776180945
M0000,2024-03-24,83,12887.83665063003,10,1288.783665063003,1,1179.2346850563038,0.1,0,0.0,0.0,3.846625739684594,0.925873038911407,10,5,5,0.5,0.30880580706865635,0.39199271638975436,0.07793270847568481,0.1267882861006237,0.0944804819652808,66162.9301729528,20466.61943912963
M0000,2024-03-25,84,9219.560171101397,7,1317.0800244430568,0,0.0,0.0,0,0.0,0.0,3.6647408378016952,0.9102379950511514,7,5,2,0.7142857142857143,0.3046756262441356,0.4203137098818977,0.07257777260380754,0.10638100626232423,0.09605188500783499,63764.83485805021,20928.16213667512
M0000,2024-03-26,85,7648.930090859755,5,1529.7860181719511,0,0.0,0.0,0,0.0,0.0,3.2981086682565683,0.9341712742241418,5,3,2,0.6,0.3077413637295374,0.40229903792580884,0.06839207368336214,0.10793613947500759,0.11363138518628406,60833.53608285841,16868.490261961153
M0000,2024-03-27,86,10004.21668809255,7,1429.17381258465,0,0.0,0.0,0,0.0,0.0,3.6332141457393856,0.9029795890285931,7,4,3,0.5714285714285714,0.2984287467751978,0.40616029591519637,0.07590650714650718,0.11039692004017816,0.10910753012292058,59078.58086789855,17653.146778952305
M0000,2024-03-28,87,13497.1245981358,9,1499.6805109039778,3,4362.447746256637,0.3333333333333333,0,0.0,0.0,4.018968974245713,0.9258346847344185,9,5,4,0.5555555555555556,0.30992138139078157,0.38426386874876745,0.07565747341138306,0.13345540762199576,0.09670186882707209,59718.31213101225,19138.893539971716
M0000,2024-03-29,88,10800.282995128684,8,1350.0353743910855,2,2507.206786175256,0.25,0,0.0,0.0,3.635622982656576,0.8651158276204837,8,5,3,0.625,0.31571026541528713,0.39859034956187966,0.06973183434398016,0.13514725201017552,0.08082029866867749,58389.679391506106,17427.75306083259
M0000,2024-03-30,89,11820.596121386749,7,1688.6565887695356,1,1440.9697199702161,0.14285714285714285,0,0.0,0.0,3.408112712560958,0.8922507691268577,7,4,3,0.5714285714285714,0.3177439198836379,0.3998458369152436,0.06991548858141527,0.11689976969451606,0.09559498492518706,57548.69483295939,18672.70261036996
M0000,2024-03-31,90,15659.018399891498,12,1304.918199990958,1,1221.0173893166193,0.08333333333333333,0,0.0,0.0,3.643930121147567,0.9257681536320026,12,6,6,0.5,0.33870692774158273,0.37379764057457615,0.08923808151161748,0.11147434069829479,0.0867830094739288,59980.53637573612,24817.62741199141
